ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
600290.SH,600290,ST华仪,浙江,电气设备,华仪电气股份有限公司,Huayi Electric Company Limited,sthy,主板,SSE,CNY,L,20001106,,N
600291.SH,600291,*ST西水,内蒙,保险,内蒙古西水创业股份有限公司,"Xishui Strong Year Co.,Ltd Inner Mongolia",stxs,主板,SSE,CNY,L,20000731,,N
600292.SH,600292,远达环保,重庆,环境保护,国家电投集团远达环保股份有限公司,"Spic Yuanda Environmental—Protection Co. ,Ltd.",ydhb,主板,SSE,CNY,L,20001101,,N
600293.SH,600293,三峡新材,湖北,玻璃,湖北三峡新型建材股份有限公司,"Hubei Sanxia New Building Materials Co.,Ltd",sxxc,主板,SSE,CNY,L,20000919,,N
600295.SH,600295,鄂尔多斯,内蒙,小金属,内蒙古鄂尔多斯资源股份有限公司,"Inner Mongolia Eerduosi Resources Co.,Ltd.",eeds,主板,SSE,CNY,L,20010426,,H
600297.SH,600297,广汇汽车,辽宁,汽车服务,广汇汽车服务集团股份公司,"China Grand Automotive Services Group Co., Ltd.",ghqc,主板,SSE,CNY,L,20001116,,N
600298.SH,600298,安琪酵母,湖北,食品,安琪酵母股份有限公司,"Angel Yeast Co.,Ltd",aqjm,主板,SSE,CNY,L,20000818,,H
600299.SH,600299,安迪苏,北京,化学制药,蓝星安迪苏股份有限公司,Bluestar Adisseo Company,ads,主板,SSE,CNY,L,20000420,,H
600300.SH,600300,ST维维,江苏,软饮料,维维食品饮料股份有限公司,"V V Food & Beverage Co.,Ltd.",stww,主板,SSE,CNY,L,20000630,,N
600301.SH,600301,*ST南化,广西,商贸代理,南宁化工股份有限公司,"Nanning Chemical Industry Co., Ltd",stnh,主板,SSE,CNY,L,20000712,,N
600302.SH,600302,标准股份,陕西,纺织机械,西安标准工业股份有限公司,"Xi'An Typical Industries Co.,Ltd",bzgf,主板,SSE,CNY,L,20001213,,N
600303.SH,600303,曙光股份,辽宁,汽车整车,辽宁曙光汽车集团股份有限公司,"Liaoning SG Automotive Group Co.,Ltd.",sggf,主板,SSE,CNY,L,20001226,,N
600305.SH,600305,恒顺醋业,江苏,食品,江苏恒顺醋业股份有限公司,"Jiangsu Hengshun Vinegar-Industry Co.,Ltd",hscy,主板,SSE,CNY,L,20010206,,H
600306.SH,600306,*ST商城,辽宁,百货,沈阳商业城股份有限公司,"Shenyang Commercial City Co.,Ltd.",stsc,主板,SSE,CNY,L,20001226,,N
600307.SH,600307,酒钢宏兴,甘肃,普钢,甘肃酒钢集团宏兴钢铁股份有限公司,"Gansu Jiu Steel Group Hongxing Iron & Steel Co.,Ltd.",jghx,主板,SSE,CNY,L,20001220,,N
600308.SH,600308,华泰股份,山东,造纸,山东华泰纸业股份有限公司,"Shandong Huatai Paper Industry Shareholding Co.,Ltd",htgf,主板,SSE,CNY,L,20000928,,N
600309.SH,600309,万华化学,山东,化工原料,万华化学集团股份有限公司,"Wanhua Chemical Group Co.,Ltd.",whhx,主板,SSE,CNY,L,20010105,,H
600310.SH,600310,桂东电力,广西,水力发电,广西桂东电力股份有限公司,"Guangxi Guidong Electric Power Co.,Ltd",gddl,主板,SSE,CNY,L,20010228,,N
600311.SH,600311,ST荣华,甘肃,黄金,甘肃荣华实业(集团)股份有限公司,"Gansu Ronghua Industry Group Co.,Ltd.",strh,主板,SSE,CNY,L,20010626,,N
600312.SH,600312,平高电气,河南,电气设备,河南平高电气股份有限公司,"Henan Pinggao Electric Co.,Ltd",pgdq,主板,SSE,CNY,L,20010221,,N
600313.SH,600313,农发种业,北京,种植业,中农发种业集团股份有限公司,"Zhongnongfa Seed Industry Group Co., Ltd.",nfzy,主板,SSE,CNY,L,20010119,,N
600315.SH,600315,上海家化,上海,日用化工,上海家化联合股份有限公司,"Shanghai Jahwa United Co.,Ltd.",shjh,主板,SSE,CNY,L,20010315,,H
600316.SH,600316,洪都航空,江西,航空,江西洪都航空工业股份有限公司,"Jiangxi Hongdu Aviation Industry Co.,Ltd.",hdhk,主板,SSE,CNY,L,20001215,,H
600318.SH,600318,新力金融,安徽,多元金融,安徽新力金融股份有限公司,"Anhui Xinli Finance Co.,Ltd.",xljr,主板,SSE,CNY,L,20001208,,N
600319.SH,600319,*ST亚星,山东,化工原料,潍坊亚星化学股份有限公司,"Weifang Yaxing Chemical Co.,Ltd.",styx,主板,SSE,CNY,L,20010326,,N
600320.SH,600320,振华重工,上海,工程机械,上海振华重工(集团)股份有限公司,"Shanghai Zhenhua Heavy Industries Co.,Ltd.",zhzg,主板,SSE,CNY,L,20001221,,N
600321.SH,600321,正源股份,四川,其他建材,正源控股股份有限公司,"Rightway Holdings Co., Ltd",zygf,主板,SSE,CNY,L,20010524,,N
600322.SH,600322,天房发展,天津,区域地产,天津市房地产发展(集团)股份有限公司,"Tianjin Realty Development(Group) Co.,Ltd.",tffz,主板,SSE,CNY,L,20010910,,N
600323.SH,600323,瀚蓝环境,广东,水务,瀚蓝环境股份有限公司,"Grandblue Environment Co.,Ltd.",hlhj,主板,SSE,CNY,L,20001225,,H
600325.SH,600325,华发股份,广东,区域地产,珠海华发实业股份有限公司,"Huafa Industrial Co.,Ltd.Zhuhai",hfgf,主板,SSE,CNY,L,20040225,,H
600326.SH,600326,西藏天路,西藏,水泥,西藏天路股份有限公司,"Tibet Tianlu Co., Ltd.",xztl,主板,SSE,CNY,L,20010116,,H
600327.SH,600327,大东方,江苏,汽车服务,无锡商业大厦大东方股份有限公司,"Wuxi Commercial Mansion Grand Orient Co.,Ltd",ddf,主板,SSE,CNY,L,20020625,,N
600328.SH,600328,中盐化工,内蒙,化工原料,中盐内蒙古化工股份有限公司,"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",zyhg,主板,SSE,CNY,L,20001222,,N
600329.SH,600329,中新药业,天津,中成药,天津中新药业集团股份有限公司,Tianjin Zhongxin Pharmaceutical Group Corporation Limited,zxyy,主板,SSE,CNY,L,20010606,,H
600330.SH,600330,天通股份,浙江,元器件,天通控股股份有限公司,"TDG Holding Co.,Ltd",ttgf,主板,SSE,CNY,L,20010118,,N
600331.SH,600331,宏达股份,四川,铅锌,四川宏达股份有限公司,"Sichuan Hongda Co.,Ltd",hdgf,主板,SSE,CNY,L,20011220,,N
600332.SH,600332,白云山,广东,中成药,广州白云山医药集团股份有限公司,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,bys,主板,SSE,CNY,L,20010206,,H
600333.SH,600333,长春燃气,吉林,供气供热,长春燃气股份有限公司,"Changchun Gas Co.,Ltd",ccrq,主板,SSE,CNY,L,20001211,,N
600335.SH,600335,国机汽车,天津,汽车配件,国机汽车股份有限公司,"Sinomach Automobile Co., Ltd.",gjqc,主板,SSE,CNY,L,20010305,,N
600336.SH,600336,澳柯玛,山东,家用电器,澳柯玛股份有限公司,"AUCMA Co.,Ltd.",akm,主板,SSE,CNY,L,20001229,,N
600337.SH,600337,美克家居,新疆,家居用品,美克国际家居用品股份有限公司,"Markor International Home Furnishings Co., Ltd.",mkjj,主板,SSE,CNY,L,20001127,,H
600338.SH,600338,西藏珠峰,西藏,铅锌,西藏珠峰资源股份有限公司,"Tibet Summit Resources Co., Ltd.",xzzf,主板,SSE,CNY,L,20001227,,H
600339.SH,600339,中油工程,新疆,石油加工,中国石油集团工程股份有限公司,"China Petroleum Engineering Co., Ltd.",zygc,主板,SSE,CNY,L,20001225,,N
600340.SH,600340,华夏幸福,河北,区域地产,华夏幸福基业股份有限公司,"China Fortune Land Development Co.,Ltd.",hxxf,主板,SSE,CNY,L,20031230,,H
600343.SH,600343,航天动力,陕西,航空,陕西航天动力高科技股份有限公司,"Shaanxi Aerospace Power Hi-Tech Co.,Ltd",htdl,主板,SSE,CNY,L,20030408,,N
600345.SH,600345,长江通信,湖北,通信设备,武汉长江通信产业集团股份有限公司,"Wuhan Yangtze Communication Industry Group Co.,Ltd",cjtx,主板,SSE,CNY,L,20001222,,N
600346.SH,600346,恒力石化,辽宁,化纤,恒力石化股份有限公司,"Hengli Petrochemical Co.,Ltd.",hlsh,主板,SSE,CNY,L,20010820,,H
600348.SH,600348,华阳股份,山西,煤炭开采,山西华阳集团新能股份有限公司,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",hygf,主板,SSE,CNY,L,20030821,,H
600350.SH,600350,山东高速,山东,路桥,山东高速股份有限公司,Shandong Hi-Speed Company Limited,sdgs,主板,SSE,CNY,L,20020318,,H
600351.SH,600351,亚宝药业,山西,中成药,亚宝药业集团股份有限公司,"Yabao Pharmaceutical Group Co.,Ltd",ybyy,主板,SSE,CNY,L,20020926,,N
600352.SH,600352,浙江龙盛,浙江,染料涂料,浙江龙盛集团股份有限公司,"Zhejiang Longsheng Group Co.,Ltd",zjls,主板,SSE,CNY,L,20030801,,H
600353.SH,600353,旭光电子,四川,元器件,成都旭光电子股份有限公司,"Chengdu Xuguang Electronics Co.,Ltd.",xgdz,主板,SSE,CNY,L,20021120,,N
600354.SH,600354,敦煌种业,甘肃,种植业,甘肃省敦煌种业集团股份有限公司,"Gansu Dunhuang Seed Group Co.,Ltd.",dhzy,主板,SSE,CNY,L,20040115,,N
600355.SH,600355,精伦电子,湖北,元器件,精伦电子股份有限公司,"Routon Electronic Co.,Ltd.",jldz,主板,SSE,CNY,L,20020613,,N
600356.SH,600356,恒丰纸业,黑龙江,造纸,牡丹江恒丰纸业股份有限公司,"Mudanjiang Hengfeng Paper Co.,Ltd",hfzy,主板,SSE,CNY,L,20010419,,N
600358.SH,600358,国旅联合,江苏,旅游服务,国旅联合股份有限公司,"China United Travel.Co.,Ltd",gllh,主板,SSE,CNY,L,20000922,,N
600359.SH,600359,新农开发,新疆,农业综合,新疆塔里木农业综合开发股份有限公司,"Xinjiang Talimu Agriculture Development Co.,Ltd.",xnkf,主板,SSE,CNY,L,19990429,,N
600360.SH,600360,华微电子,吉林,半导体,吉林华微电子股份有限公司,"Jilin Sino-Microelectronics Co.,Ltd.",hwdz,主板,SSE,CNY,L,20010316,,N
600361.SH,600361,华联综超,北京,超市连锁,北京华联综合超市股份有限公司,"Beijing Hualian Hypermarket Co.,Ltd.",hlzc,主板,SSE,CNY,L,20011129,,N
600362.SH,600362,江西铜业,江西,铜,江西铜业股份有限公司,Jiangxi Copper Company Limited,jxty,主板,SSE,CNY,L,20020111,,H
600363.SH,600363,联创光电,江西,元器件,江西联创光电科技股份有限公司,"Jiangxi Lianchuang Opto-Electronic Science&Technology Co.,Ltd",lcgd,主板,SSE,CNY,L,20010329,,H
600365.SH,600365,ST通葡,吉林,红黄酒,通化葡萄酒股份有限公司,"Tonghua Grape Wine Co.,Ltd",sttp,主板,SSE,CNY,L,20010115,,N
600366.SH,600366,宁波韵升,浙江,矿物制品,宁波韵升股份有限公司,"Ningbo Yunsheng Co.,Ltd.",nbys,主板,SSE,CNY,L,20001030,,N
600367.SH,600367,红星发展,贵州,化工原料,贵州红星发展股份有限公司,"Guizhou Redstar Developing Co.,Ltd.",hxfz,主板,SSE,CNY,L,20010320,,N
600368.SH,600368,五洲交通,广西,路桥,广西五洲交通股份有限公司,"Guangxi Wuzhou Communications Co.,Ltd.",wzjt,主板,SSE,CNY,L,20001221,,H
600369.SH,600369,西南证券,重庆,证券,西南证券股份有限公司,"Southwest Securities Co.,Ltd.",xnzq,主板,SSE,CNY,L,20010109,,H
600370.SH,600370,三房巷,江苏,化工原料,江苏三房巷聚材股份有限公司,"Jiangsu Sanfame Polyester Material Co.,Ltd.",sfx,主板,SSE,CNY,L,20030306,,N
600371.SH,600371,万向德农,黑龙江,种植业,万向德农股份有限公司,"Wanxiang Doneed Co.,Ltd",wxdn,主板,SSE,CNY,L,20020916,,N
600372.SH,600372,中航电子,北京,航空,中航航空电子系统股份有限公司,"China Avionics Systems Co.,Ltd.",zhdz,主板,SSE,CNY,L,20010706,,H
600373.SH,600373,中文传媒,江西,出版业,中文天地出版传媒集团股份有限公司,"Chinese Universe Publishing and Media Group Co.,Ltd.",zwcm,主板,SSE,CNY,L,20020304,,H
600375.SH,600375,汉马科技,安徽,汽车整车,汉马科技集团股份有限公司,"Hanma Technology Group Co.,Ltd.",hmkj,主板,SSE,CNY,L,20030401,,N
600376.SH,600376,首开股份,北京,区域地产,北京首都开发股份有限公司,"Beijing Capital Development Co.,Ltd.",skgf,主板,SSE,CNY,L,20010312,,H
600377.SH,600377,宁沪高速,江苏,路桥,江苏宁沪高速公路股份有限公司,Jiangsu Expressway Company Limited,nhgs,主板,SSE,CNY,L,20010116,,H
600378.SH,600378,昊华科技,四川,化工原料,昊华化工科技集团股份有限公司,"Haohua Chemical Science & Technology Corp., Ltd.",hhkj,主板,SSE,CNY,L,20010111,,H
600379.SH,600379,宝光股份,陕西,电气设备,陕西宝光真空电器股份有限公司,"Shaanxi Baoguang Vacuum Electronic Apparatus Co.,Ltd.",bggf,主板,SSE,CNY,L,20020116,,N
600380.SH,600380,健康元,深圳,化学制药,健康元药业集团股份有限公司,"Joincare Pharmaceutical Group Industry Co., Ltd.",jky,主板,SSE,CNY,L,20010608,,H
600381.SH,600381,青海春天,青海,医疗保健,青海春天药用资源科技股份有限公司,"Qinghai Spring Medicinal Resources Technology Co., Ltd",qhct,主板,SSE,CNY,L,20010508,,N
600382.SH,600382,*ST广珠,广东,商贸代理,广东明珠集团股份有限公司,"Guangdong Mingzhu Group Co.,Ltd",stgz,主板,SSE,CNY,L,20010118,,N
600383.SH,600383,金地集团,深圳,全国地产,金地(集团)股份有限公司,Gemdale Corporation,jdjt,主板,SSE,CNY,L,20010412,,H
600385.SH,600385,*ST金泰,山东,黄金,山东金泰集团股份有限公司,"Shandong Jintai Group Co.,Ltd.",stjt,主板,SSE,CNY,L,20010723,,N
600386.SH,600386,北巴传媒,北京,汽车服务,北京巴士传媒股份有限公司,"Beijing Bashi Media Co.,Ltd.",bbcm,主板,SSE,CNY,L,20010216,,N
600387.SH,600387,ST海越,浙江,石油贸易,海越能源集团股份有限公司,"HY Energy Group Co.,Ltd",sthy,主板,SSE,CNY,L,20040218,,N
600388.SH,600388,龙净环保,福建,环境保护,福建龙净环保股份有限公司,"Fujian Longking Co.,Ltd",ljhb,主板,SSE,CNY,L,20001229,,H
600389.SH,600389,江山股份,江苏,农药化肥,南通江山农药化工股份有限公司,"Nantong Jiangshan Agrochemical&Chemicals Co.,Ltd.",jsgf,主板,SSE,CNY,L,20010110,,N
600390.SH,600390,五矿资本,湖南,多元金融,五矿资本股份有限公司,Minmetals Capital Company Limited,wkzb,主板,SSE,CNY,L,20010115,,N
600391.SH,600391,航发科技,四川,航空,中国航发航空科技股份有限公司,"Aecc Aero Science and Technology Co.,Ltd",hfkj,主板,SSE,CNY,L,20011212,,N
600392.SH,600392,盛和资源,四川,小金属,盛和资源控股股份有限公司,"Shenghe Resources Holding Co.,Ltd",shzy,主板,SSE,CNY,L,20030529,,H
600393.SH,600393,ST粤泰,广东,全国地产,广州粤泰集团股份有限公司,"Guangzhou Yuetai Group Co.,Ltd.",styt,主板,SSE,CNY,L,20010319,,N
600395.SH,600395,盘江股份,贵州,煤炭开采,贵州盘江精煤股份有限公司,"Guizhou Panjiang Refined Coal Co.,Ltd.",pjgf,主板,SSE,CNY,L,20010531,,H
600396.SH,600396,金山股份,辽宁,火力发电,沈阳金山能源股份有限公司,"Shenyang Jinshan Energy Co.,Ltd",jsgf,主板,SSE,CNY,L,20010328,,N
600397.SH,600397,安源煤业,江西,煤炭开采,安源煤业集团股份有限公司,"Anyuan Coal Industry Group Co., Ltd.",aymy,主板,SSE,CNY,L,20020702,,N
600398.SH,600398,海澜之家,江苏,服饰,海澜之家集团股份有限公司,"Hla Group Corp., Ltd.",hlzj,主板,SSE,CNY,L,20001228,,N
600399.SH,600399,抚顺特钢,辽宁,特种钢,抚顺特殊钢股份有限公司,"Fushun Special Steel Co.,LTD.",fstg,主板,SSE,CNY,L,20001229,,N
600400.SH,600400,红豆股份,江苏,服饰,江苏红豆实业股份有限公司,"Jiangsu Hongdou Industrial Co.,Ltd",hdgf,主板,SSE,CNY,L,20010108,,N
600403.SH,600403,ST大有,河南,煤炭开采,河南大有能源股份有限公司,"Henan Dayou Energy Co., Ltd",stdy,主板,SSE,CNY,L,20031009,,N
600405.SH,600405,动力源,北京,电气设备,北京动力源科技股份有限公司,"Beijing Dynamic Power Co., Ltd",dly,主板,SSE,CNY,L,20040401,,N
600406.SH,600406,国电南瑞,江苏,电气设备,国电南瑞科技股份有限公司,"NARI Technology Co., Ltd.",gdnr,主板,SSE,CNY,L,20031016,,H
600408.SH,600408,ST安泰,山西,焦炭加工,山西安泰集团股份有限公司,"Shanxi Antai Group Co.,Ltd.",stat,主板,SSE,CNY,L,20030212,,N
600409.SH,600409,三友化工,河北,化工原料,唐山三友化工股份有限公司,"Tangshan Sanyou Chemical Industries Co.,Ltd",syhg,主板,SSE,CNY,L,20030618,,H
600410.SH,600410,华胜天成,北京,软件服务,北京华胜天成科技股份有限公司,"Beijing Teamsun Technology Co., Ltd.",hstc,主板,SSE,CNY,L,20040427,,N
600415.SH,600415,小商品城,浙江,商品城,浙江中国小商品城集团股份有限公司,"Zhejiang China Commodities City Group Co.,Ltd",xspc,主板,SSE,CNY,L,20020509,,H
600416.SH,600416,湘电股份,湖南,电气设备,湘潭电机股份有限公司,"Xiangtan Electric Manufacturing Co.,Ltd.",xdgf,主板,SSE,CNY,L,20020718,,N
600418.SH,600418,江淮汽车,安徽,汽车整车,安徽江淮汽车集团股份有限公司,"Anhui Jianghuai Automobile Group Corp.,Ltd.",jhqc,主板,SSE,CNY,L,20010824,,N
600419.SH,600419,天润乳业,新疆,乳制品,新疆天润乳业股份有限公司,"Xinjiang Tianrun Dairy Co.,Ltd.",trry,主板,SSE,CNY,L,20010628,,N
600420.SH,600420,国药现代,上海,化学制药,上海现代制药股份有限公司,"Shanghai Shyndec Pharmaceutical Co., Ltd.",gyxd,主板,SSE,CNY,L,20040616,,H
600421.SH,600421,华嵘控股,湖北,综合类,湖北华嵘控股股份有限公司,"Hubei HUARONG Holding Co.,Ltd.",hrkg,主板,SSE,CNY,L,20040607,,N
600422.SH,600422,昆药集团,云南,中成药,昆药集团股份有限公司,"Kpc Pharmaceuticals,Inc.",kyjt,主板,SSE,CNY,L,20001206,,H
600423.SH,600423,柳化股份,广西,农药化肥,柳州化工股份有限公司,"Liuzhou Chemical Industry Co.,Ltd",lhgf,主板,SSE,CNY,L,20030717,,N
600425.SH,600425,青松建化,新疆,水泥,新疆青松建材化工(集团)股份有限公司,"Xinjiang Qingsong Building Materials and Chemicals(Group) Co.,Ltd",qsjh,主板,SSE,CNY,L,20030724,,N
600426.SH,600426,华鲁恒升,山东,农药化肥,山东华鲁恒升化工股份有限公司,"Shandong Hualu-Hengsheng Chemical Co.,Ltd",hlhs,主板,SSE,CNY,L,20020620,,H
600428.SH,600428,中远海特,广东,水运,中远海运特种运输股份有限公司,"COSCO SHIPPING Specialized Carriers Co., Ltd.",zyht,主板,SSE,CNY,L,20020418,,N
600429.SH,600429,三元股份,北京,乳制品,北京三元食品股份有限公司,"Beijing Sanyuan Foods Co.,Ltd.",sygf,主板,SSE,CNY,L,20030915,,N
600433.SH,600433,冠豪高新,广东,造纸,广东冠豪高新技术股份有限公司,"Guangdong Guanhao High-Tech Co.,Ltd",ghgx,主板,SSE,CNY,L,20030619,,N
600435.SH,600435,北方导航,北京,专用机械,北方导航控制技术股份有限公司,"North Navigation Control Technology Co.,Ltd.",bfdh,主板,SSE,CNY,L,20030704,,N
600436.SH,600436,片仔癀,福建,中成药,漳州片仔癀药业股份有限公司,"Zhangzhou Pientzehuang Pharmaceutical., Ltd",pzh,主板,SSE,CNY,L,20030616,,H
600438.SH,600438,通威股份,四川,电气设备,通威股份有限公司,"Tongwei Co., Ltd.",twgf,主板,SSE,CNY,L,20040302,,H
600439.SH,600439,瑞贝卡,河南,服饰,河南瑞贝卡发制品股份有限公司,"Henan Rebecca Hair Products Co.,Ltd",rbk,主板,SSE,CNY,L,20030710,,N
600444.SH,600444,国机通用,安徽,专用机械,国机通用机械科技股份有限公司,"Sinomach General Machinery Science & Technology Co.,Ltd.",gjty,主板,SSE,CNY,L,20040219,,N
600446.SH,600446,金证股份,深圳,软件服务,深圳市金证科技股份有限公司,"Shenzhen Kingdom SCI-TECH.,LTD",jzgf,主板,SSE,CNY,L,20031224,,H
600448.SH,600448,华纺股份,山东,纺织,华纺股份有限公司,"Huafang Co.,Ltd",hfgf,主板,SSE,CNY,L,20010903,,N
600449.SH,600449,宁夏建材,宁夏,水泥,宁夏建材集团股份有限公司,"Ningxia Building Materials Group Co.,Ltd",nxjc,主板,SSE,CNY,L,20030829,,N
600452.SH,600452,涪陵电力,重庆,水力发电,重庆涪陵电力实业股份有限公司,"Chongqing Fuling Electric Power Industrial Co.,Ltd.",fldl,主板,SSE,CNY,L,20040303,,H
600455.SH,600455,博通股份,陕西,文教休闲,西安博通资讯股份有限公司,"But'one Information Corporation, Xi'an",btgf,主板,SSE,CNY,L,20040329,,N
600456.SH,600456,宝钛股份,陕西,小金属,宝鸡钛业股份有限公司,"Baoji Titanium Industry Co.,Ltd.",btgf,主板,SSE,CNY,L,20020412,,N
600458.SH,600458,时代新材,湖南,塑料,株洲时代新材料科技股份有限公司,"Zhuzhou Times New Material Technology Co.,Ltd",sdxc,主板,SSE,CNY,L,20021219,,N
600459.SH,600459,贵研铂业,云南,小金属,贵研铂业股份有限公司,"Sino-Platinum Metals Co.,Ltd",gyby,主板,SSE,CNY,L,20030516,,H
600460.SH,600460,士兰微,浙江,半导体,杭州士兰微电子股份有限公司,"Hangzhou Silan Microelectronics Co.,Ltd",slw,主板,SSE,CNY,L,20030311,,H
600461.SH,600461,洪城环境,江西,水务,江西洪城环境股份有限公司,"Jiangxi Hongcheng Environment Co.,Ltd.",hchj,主板,SSE,CNY,L,20040601,,N
600462.SH,600462,ST九有,湖北,广告包装,湖北九有投资股份有限公司,"Hubei Geoway Investment Co.,Ltd.",stjy,主板,SSE,CNY,L,20030903,,N
600463.SH,600463,空港股份,北京,园区开发,北京空港科技园区股份有限公司,"Beijing Airport High-Tech Park Co.,Ltd.",kggf,主板,SSE,CNY,L,20040318,,N
600466.SH,600466,蓝光发展,四川,区域地产,四川蓝光发展股份有限公司,"Sichuan Languang Development Co., Ltd.",lgfz,主板,SSE,CNY,L,20010212,,H
600467.SH,600467,好当家,山东,渔业,山东好当家海洋发展股份有限公司,"Shandong Homey Aquatic Development Co.,Ltd",hdj,主板,SSE,CNY,L,20040405,,N
600468.SH,600468,百利电气,天津,电气设备,天津百利特精电气股份有限公司,"Tianjin Benefo Tejing Electric Co.,Ltd.",bldq,主板,SSE,CNY,L,20010615,,N
600469.SH,600469,风神股份,河南,汽车配件,风神轮胎股份有限公司,"Aeolus Tyre Co.,Ltd.",fsgf,主板,SSE,CNY,L,20031021,,N
600470.SH,600470,六国化工,安徽,农药化肥,安徽六国化工股份有限公司,"Anhui Liuguo Chemical Co.,Ltd",lghg,主板,SSE,CNY,L,20040305,,N
600475.SH,600475,华光环能,江苏,环境保护,无锡华光环保能源集团股份有限公司,"Wuxi Huaguang Environment & Energy Group Co.,Ltd.",hghn,主板,SSE,CNY,L,20030721,,N
600476.SH,600476,湘邮科技,湖南,软件服务,湖南湘邮科技股份有限公司,"Hunan Copote Science Technology Co.,Ltd.",xykj,主板,SSE,CNY,L,20031210,,N
600477.SH,600477,杭萧钢构,浙江,钢加工,杭萧钢构股份有限公司,"Hangxiao Steel Structure Co.,Ltd",hxgg,主板,SSE,CNY,L,20031110,,H
600478.SH,600478,科力远,湖南,元器件,湖南科力远新能源股份有限公司,"Hunan Corun New Energy Co.,Ltd",kly,主板,SSE,CNY,L,20030918,,N
600479.SH,600479,千金药业,湖南,中成药,株洲千金药业股份有限公司,"Zhuzhou Qianjin Pharmaceutical Co.,Ltd",qjyy,主板,SSE,CNY,L,20040312,,N
600480.SH,600480,凌云股份,河北,汽车配件,凌云工业股份有限公司,Lingyun Industrial Corporation Limited,lygf,主板,SSE,CNY,L,20030815,,N
600481.SH,600481,双良节能,江苏,环境保护,双良节能系统股份有限公司,"Shuangliang Eco-Energy Systems Co.,Ltd",sljn,主板,SSE,CNY,L,20030422,,N
600482.SH,600482,中国动力,河北,电气设备,中国船舶重工集团动力股份有限公司,"China Shipbuilding Industry Group Power Co.,Ltd",zgdl,主板,SSE,CNY,L,20040714,,N
600483.SH,600483,福能股份,福建,火力发电,福建福能股份有限公司,"Fujian Funeng Co.,Ltd.",fngf,主板,SSE,CNY,L,20040531,,H
600486.SH,600486,扬农化工,江苏,农药化肥,江苏扬农化工股份有限公司,"Jiangsu Yangnong Chemical Co.,Ltd.",ynhg,主板,SSE,CNY,L,20020425,,H
600487.SH,600487,亨通光电,江苏,通信设备,江苏亨通光电股份有限公司,"Hengtong Optic-Electric Co.,Ltd",htgd,主板,SSE,CNY,L,20030822,,N
600488.SH,600488,天药股份,天津,化学制药,天津天药药业股份有限公司,"Tianjin Tianyao Pharmaceuticals Co.,Ltd.",tygf,主板,SSE,CNY,L,20010618,,N
600489.SH,600489,中金黄金,北京,黄金,中金黄金股份有限公司,"Zhongjin Gold Corp., Ltd",zjhj,主板,SSE,CNY,L,20030814,,H
600490.SH,600490,鹏欣资源,上海,铜,鹏欣环球资源股份有限公司,"Pengxin International Mining Co.,Ltd",pxzy,主板,SSE,CNY,L,20030626,,N
600491.SH,600491,龙元建设,浙江,建筑工程,龙元建设集团股份有限公司,"Long Yuan Construction Group Co.,Ltd",lyjs,主板,SSE,CNY,L,20040524,,H
600493.SH,600493,凤竹纺织,福建,纺织,福建凤竹纺织科技股份有限公司,"Fujian Fynex Textile Science & Technology Co.,Ltd",fzfz,主板,SSE,CNY,L,20040421,,N
600495.SH,600495,晋西车轴,山西,运输设备,晋西车轴股份有限公司,Jinxi Axle Company Limited,jxcz,主板,SSE,CNY,L,20040526,,N
600496.SH,600496,精工钢构,安徽,钢加工,长江精工钢结构(集团)股份有限公司,"Changjiang & Jinggong Steel Building (Group) Co.,Ltd",jggg,主板,SSE,CNY,L,20020605,,N
600497.SH,600497,驰宏锌锗,云南,铅锌,云南驰宏锌锗股份有限公司,"Yunnan Chihong Zinc&Germanium Co.,Ltd.",chxz,主板,SSE,CNY,L,20040420,,N
600498.SH,600498,烽火通信,湖北,通信设备,烽火通信科技股份有限公司,"Fiberhome Telecommunication Technologies Co.,Ltd.",fhtx,主板,SSE,CNY,L,20010823,,H
600499.SH,600499,科达制造,广东,专用机械,科达制造股份有限公司,"Keda Industrial Group Co., Ltd.",kdzz,主板,SSE,CNY,L,20021010,,N
600500.SH,600500,中化国际,上海,商贸代理,中化国际(控股)股份有限公司,Sinochem International Corporation,zhgj,主板,SSE,CNY,L,20000301,,N
600501.SH,600501,航天晨光,江苏,汽车配件,航天晨光股份有限公司,Aerosun Corporation,htcg,主板,SSE,CNY,L,20010615,,N
600502.SH,600502,安徽建工,安徽,建筑工程,安徽建工集团股份有限公司,Anhui Construction Engineering Group Corporation Limited,ahjg,主板,SSE,CNY,L,20030415,,H
600503.SH,600503,华丽家族,上海,区域地产,华丽家族股份有限公司,"Deluxe Family Co., Ltd.",hljz,主板,SSE,CNY,L,20020709,,N
600505.SH,600505,西昌电力,四川,水力发电,四川西昌电力股份有限公司,"Sichuan Xichang Electric Power Co.,Ltd.",xcdl,主板,SSE,CNY,L,20020530,,N
600506.SH,600506,*ST香梨,新疆,种植业,新疆库尔勒香梨股份有限公司,"Xinjiang Korla Pear Co.,Ltd",stxl,主板,SSE,CNY,L,20011226,,N
